,Federal Provider Number,Provider Name,Provider State,Survey Date,Survey Type,Deficiency Prefix,Deficiency Tag Number,Deficiency Description,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency
3640,43A098,SANFORD CARE CENTER VERMILLION,SD,07/17/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",08/13/2019,1,Y,False
3658,445491,MCKENDREE VILLAGE,TN,06/19/2019,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",08/02/2019,1,Y,False
3686,445531,THE RESERVE AT SPRING HILL,TN,04/10/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/15/2019,1,Y,False
3701,445214,MOUNTAIN CITY CARE & REHABILITATION CENTER,TN,10/02/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",11/01/2019,1,Y,False
3723,425415,SPRENGER HEALTHCARE OF BLUFFTON,SC,06/13/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/01/2019,1,Y,False
3736,425309,DR RONALD E MCNAIR NURSING & REHABILITATION CENTER,SC,08/22/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/22/2019,1,Y,False
3747,445397,ADAMSVILLE HEALTHCARE AND REHABILITATION CENTER,TN,10/17/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",11/26/2019,1,Y,False
3769,455570,MINERAL WELLS NURSING & REHABILITATION,TX,07/11/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",08/21/2019,1,Y,True
3784,425295,PRINCE GEORGE HEALTHCARE CENTER,SC,09/19/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",10/17/2019,1,Y,False
3795,455467,ALAMO HEIGHTS HEALTH AND REHABILITATION CENTER,TX,11/21/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",11/27/2019,1,Y,False
3806,445105,SHANNONDALE HEALTH CARE CENTER,TN,11/15/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",12/30/2018,1,Y,False
3807,435039,AVANTARA NORTON,SD,10/17/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",11/14/2019,1,Y,False
3808,055078,PARKWAY HILLS NURSING & REHABILITATION,CA,11/08/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",01/07/2019,1,Y,True
3813,455608,HACIENDA OAKS AT BEEVILLE,TX,03/07/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",04/02/2019,1,N,True
3815,445439,MT JULIET HEALTH CARE CENTER,TN,03/13/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",04/26/2019,1,Y,True
3821,445183,"GALLATIN HEALTH CARE CENTER, LLC",TN,03/26/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/01/2019,1,Y,False
3837,445246,JEFFERSON CITY HEALTH AND REHAB CENTER,TN,02/21/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",04/05/2019,1,Y,False
3847,445534,"STONES RIVER MANOR, INC",TN,07/31/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/14/2019,1,Y,False
3909,455536,AMISTAD NURSING AND REHABILITATION CENTER,TX,11/08/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",12/23/2019,1,Y,False
3937,435051,AVANTARA ARROWHEAD,SD,09/18/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",11/06/2019,1,Y,False
3976,445252,LIFE CARE CENTER OF CENTERVILLE,TN,04/03/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/03/2019,1,Y,False
3977,445156,DIVERSICARE OF CLAIBORNE,TN,06/25/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/14/2019,1,Y,False
3982,445285,REELFOOT MANOR HEALTH AND REHAB,TN,03/06/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",04/20/2019,1,Y,False
3998,055123,SANTA FE CONVALESCENT HOSPITAL,CA,12/22/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",01/23/2020,1,Y,False
4010,455390,BUENA VIDA NURSING AND REHAB-SAN ANTONIO,TX,07/19/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",07/31/2019,1,Y,True
4018,455579,SULPHUR SPRINGS HEALTH AND REHABILITATION,TX,02/06/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",03/07/2019,1,Y,False
4036,435060,AVANTARA SAINT CLOUD,SD,09/19/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",10/18/2019,1,Y,False
4047,445474,HERMITAGE HEALTH CENTER,TN,11/06/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",11/08/2019,1,Y,False
4054,425097,PRUITTHEALTH-BARNWELL,SC,02/22/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",03/24/2019,1,Y,False
4062,445402,"BEDROCKHC AT SPRING MEADOWS, LLC",TN,04/17/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/10/2019,1,Y,False
4067,445430,AHC LEWIS COUNTY,TN,11/14/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",11/26/2019,1,Y,False
4073,425290,WHITE OAK ESTATES,SC,09/12/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",10/04/2018,1,Y,False
4083,455532,PLEASANT SPRINGS HEALTHCARE CENTER,TX,01/30/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",02/04/2019,1,Y,False
4120,055146,NORTH VALLEY NURSING CENTER,CA,12/30/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",01/23/2019,1,Y,False
4126,435070,AVERA SISTER JAMES CARE CENTER,SD,12/04/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has plan of correction",01/10/2020,1,Y,False
4127,425403,PRESBYTERIAN HOME OF SC - FOOTHILLS,SC,01/25/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",02/24/2019,1,Y,False
4152,455522,SENIOR CARE OF MARLANDWOOD WEST,TX,09/12/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",10/05/2019,1,Y,False
4191,435054,AVANTARA REDFIELD,SD,04/25/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/28/2019,1,Y,False
4215,43A072,PLATTE CARE CENTER,SD,11/07/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",12/27/2018,1,Y,False
4216,445272,MABRY HEALTH CARE,TN,03/05/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",03/21/2019,1,Y,False
4238,455642,HERITAGE VILLA NURSING AND REHABILITATION LP,TX,02/21/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",02/22/2019,1,Y,False
4240,445241,SIGNATURE HEALTHCARE OF MEMPHIS,TN,05/09/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",06/21/2019,1,Y,False
4244,425143,ST GEORGE HEALTHCARE CENTER,SC,09/13/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",10/13/2019,1,Y,False
4245,455534,HONDO NURSING AND REHABILITATION LP,TX,03/01/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",04/01/2019,1,Y,False
4260,435097,LAKE ANDES SENIOR LIVING,SD,10/03/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has plan of correction",11/18/2019,1,Y,False
4277,435093,SUN DIAL MANOR,SD,10/09/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",11/28/2019,1,Y,False
4284,445203,WEST MEADE PLACE,TN,12/11/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",01/08/2020,1,Y,False
4295,455594,KOUNTZE NURSING CENTER,TX,06/12/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/13/2019,1,Y,False
4298,425127,PRUITTHEALTH- ROCK HILL,SC,09/20/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",11/19/2018,1,Y,False
4306,435046,GOOD SAMARITAN SOCIETY SIOUX FALLS CENTER,SD,05/15/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",06/14/2019,1,Y,False
4309,425411,BISHOP GADSDEN EPISCOPAL HEALTH CARE CENTER,SC,01/31/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",02/18/2019,1,Y,False
4310,435062,"ALCESTER CARE AND REHAB CENTER, INC",SD,08/22/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",10/11/2019,1,Y,False
4318,435065,PRAIRIE ESTATES CARE CENTER,SD,12/11/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",01/08/2020,1,Y,False
4334,455618,EDEN HOME INC,TX,02/01/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",02/22/2019,1,Y,False
4339,445482,THE VILLAGE AT GERMANTOWN,TN,08/14/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/17/2019,1,Y,False
4372,445256,HARTSVILLE CONVALESCENT CENTER,TN,12/12/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",01/18/2019,1,Y,False
4381,455557,THE PALMS NURSING & REHABILITATION,TX,07/19/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",08/16/2019,1,Y,False
4394,445490,AVE MARIA HOME,TN,03/07/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",04/15/2019,1,Y,False
4405,435050,AVANTARA ARLINGTON,SD,06/26/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",08/15/2019,1,Y,False
4406,455675,PLUM CREEK HEALTHCARE RESIDENCE,TX,10/24/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",12/08/2019,1,Y,False
4418,425294,HEARTLAND HEALTH CARE CENTER - GREENVILLE WEST,SC,06/19/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/19/2019,1,Y,False
4447,445280,COUNTRYSIDE HEALTHCARE AND REHABILITATION,TN,12/18/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has no plan of correction",,1,Y,False
4457,445109,"NHC HEALTHCARE, COLUMBIA",TN,01/08/2020,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has no plan of correction",,1,Y,False
4464,425389,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-SUMMERV,SC,08/16/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/02/2019,1,Y,False
4496,43A136,MICHAEL J FITZMAURICE SOUTH DAKOTA VETERANS HOME,SD,03/27/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",05/12/2019,1,Y,False
4501,445497,THE HIGHLANDS OF DYERSBURG HEALTH & REHAB,TN,01/10/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",02/22/2019,1,Y,False
4520,435009,AVANTARA MILBANK,SD,11/06/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",12/26/2019,1,Y,False
4530,445442,AHC CRESTVIEW,TN,04/24/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/03/2019,1,Y,False
4551,445189,KIRBY PINES MANOR,TN,07/03/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",07/31/2019,1,Y,False
